timestamp,station_id,statistical_anomaly_score,isolation_forest_raw,isolation_forest_norm,autoencoder_raw,autoencoder_norm,temporal_score,cross_sensor_score,hybrid_score,evidence_strength,evidence_reasons,sensor_fault_score,genuine_weather_score,evidence_conflict_score,final_classification,fault_type_inferred,trust_score,explanations
2024-05-11 04:45:00,CWPRS campus,0.0525,-0.0178238948887716,0.5270189623064383,0.052550662,0.1358237,0.0,0.0,0.2312675371177966,LOW,[],0.15665090246128768,0.17283526000000002,0.3911952623064383,GENUINE_WEATHER,NONE,81.2,Behavior appears normal and consistent.
2024-05-11 04:50:00,CWPRS campus,0.0264,-0.0245059493223073,0.4714774737291014,0.037975885,0.09271144,0.0,0.0,0.1904389627281569,LOW,[],0.12738892674582028,0.18145771200000002,0.37876603372910145,GENUINE_WEATHER,NONE,83.5,Behavior appears normal and consistent.
2024-05-11 04:55:00,CWPRS campus,0.0671,-0.0198260028955953,0.5103773650106271,0.03196575,0.074933425,0.0,0.0,0.1972899217991972,LOW,[],0.13797550050212543,0.185013315,0.43544394001062714,UNCERTAIN,UNKNOWN,81.6,Behavior appears normal and consistent.
2024-05-11 05:00:00,CWPRS campus,0.1707,-0.0201515577465243,0.5076713408059422,0.03673126,0.08902983,1.0,0.0,0.263886319078998,LOW,"[""Abrupt temporal deviation from rolling baseline.""]",0.4623832171611884,0.382194034,0.41864151080594225,UNCERTAIN,SPIKE,59.3,Behavior appears normal and consistent.
2024-05-11 05:05:00,CWPRS campus,0.1289,-0.0272170598193309,0.4489426209828249,0.026213573,0.05791845,1.0,0.0,0.2265320121580657,LOW,"[""Abrupt temporal deviation from rolling baseline.""]",0.432944059196565,0.38841631000000004,0.3910241709828249,GENUINE_WEATHER,NONE,61.9,Behavior appears normal and consistent.
2024-05-11 05:10:00,CWPRS campus,0.0339,-0.0263156795727944,0.4564349276027149,0.023594586,0.050171472,0.0,0.0,0.1654062143469174,LOW,[],0.11311842712054297,0.1899657056,0.40626345560271493,UNCERTAIN,UNKNOWN,84.0,Behavior appears normal and consistent.
2024-05-11 05:15:00,CWPRS campus,0.0283,-0.0288979733338736,0.4349708044260916,0.02156722,0.04417451,0.0,0.0,0.1554084968206339,LOW,[],0.10590651388521832,0.19116509800000003,0.3907962944260916,GENUINE_WEATHER,NONE,84.8,Behavior appears normal and consistent.
2024-05-11 05:20:00,CWPRS campus,0.0412,-0.0237945419529822,0.4773907186255961,0.018692376,0.03567071,0.0,0.0,0.1651725700201425,LOW,[],0.11441935672511923,0.192865858,0.44172000862559613,UNCERTAIN,UNKNOWN,83.2,Behavior appears normal and consistent.
2024-05-11 05:25:00,CWPRS campus,0.1092,-0.0170751582774529,0.5332424892708821,0.024391001,0.052527275,0.0,0.0,0.1971563842494834,LOW,[],0.14424668035417643,0.18949454500000001,0.48071521427088215,UNCERTAIN,UNKNOWN,80.3,Behavior appears normal and consistent.
2024-05-11 05:30:00,CWPRS campus,0.2075,-0.014369422633388,0.5557326660365641,0.025591195,0.05607745,1.0,0.0,0.2655085250678891,LOW,"[""Abrupt temporal deviation from rolling baseline.""]",0.4694697682073128,0.38878451,0.49965521603656415,UNCERTAIN,SPIKE,57.1,Behavior appears normal and consistent.
2024-05-11 05:35:00,CWPRS campus,0.0585,-0.021249132067009,0.498548261640644,0.025601484,0.056107886,0.0,0.0,0.1834684215599822,LOW,[],0.1282420181281288,0.1887784228,0.442440375640644,UNCERTAIN,UNKNOWN,82.2,Behavior appears normal and consistent.
2024-05-11 05:40:00,CWPRS campus,0.0993,-0.0059389206481332,0.6258073166358233,0.022283798,0.046294156,0.0,0.0,0.220819273221724,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.1589097101271647,0.19074116880000003,0.5795131606358234,UNCERTAIN,UNKNOWN,77.3,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 05:45:00,CWPRS campus,0.1262,0.0123005290285197,0.7774143105550115,0.030896237,0.0717698,1.0,0.0,0.3317291913224311,LOW,"[""Isolation Forest identifies significant spatial anomaly."", ""Abrupt temporal deviation from rolling baseline.""]",0.5022538021110023,0.38564604,0.7056445105550115,UNCERTAIN,SPIKE,50.7,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 05:50:00,CWPRS campus,0.0562,0.0210401012493729,0.8500579646143339,0.059911836,0.1575981,0.0,0.0,0.3394364359603233,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.22853102292286678,0.16848038,0.692459864614334,UNCERTAIN,UNKNOWN,70.2,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 05:55:00,CWPRS campus,0.0467,0.0126983548916607,0.780721054140116,0.048131164,0.122750804,0.0,0.0,0.3002617181561545,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.2023094520280232,0.1754498392,0.657970250140116,UNCERTAIN,UNKNOWN,72.7,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 06:00:00,CWPRS campus,0.0839,0.0081006541702497,0.7425047922643295,0.056638673,0.14791608,0.0,0.0,0.3050994769630513,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.2096557824528659,0.17041678400000002,0.5945887122643295,UNCERTAIN,UNKNOWN,73.4,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 06:05:00,CWPRS campus,0.0954,0.0018527009328895,0.6905715692090133,0.06718856,0.1791227,0.0,0.0,0.3062728214063387,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.21093112384180268,0.16417546000000002,0.5114488692090133,UNCERTAIN,UNKNOWN,75.0,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 06:10:00,CWPRS campus,0.1876,0.0072696948994744,0.7355978274520757,0.060439847,0.15915997,1.0,0.0,0.369019334867493,LOW,"[""Isolation Forest identifies significant spatial anomaly."", ""Abrupt temporal deviation from rolling baseline.""]",0.532387556490415,0.368168006,0.5764378574520757,UNCERTAIN,SPIKE,51.2,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 06:15:00,CWPRS campus,0.0552,-0.0022220115319327,0.6567024054552674,0.08322736,0.22656555,0.0,0.0,0.3158134990056025,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.21035014609105346,0.15468689000000002,0.43013685545526736,UNCERTAIN,UNKNOWN,76.7,Behavior appears normal and consistent.
2024-05-11 06:20:00,CWPRS campus,0.0408,-0.0111298492850167,0.5826601219430855,0.052806787,0.13658133,0.0,0.0,0.2471687023286608,LOW,[],0.1656664233886171,0.172683734,0.4460787919430855,UNCERTAIN,UNKNOWN,79.5,Behavior appears normal and consistent.
2024-05-11 06:25:00,CWPRS campus,0.0354,-0.0184581457921587,0.5217470448660716,0.056433946,0.14731048,0.0,0.0,0.2337193536975343,LOW,[],0.1556225529732143,0.17053790400000002,0.3744365648660716,GENUINE_WEATHER,NONE,81.6,Behavior appears normal and consistent.
2024-05-11 06:30:00,CWPRS campus,0.0756,-0.0129782335695094,0.5672962820275586,0.045210306,0.11411089,0.0,0.0,0.2348043281335819,LOW,[],0.1628125234055117,0.177177822,0.45318539202755853,UNCERTAIN,UNKNOWN,79.5,Behavior appears normal and consistent.
2024-05-11 06:35:00,CWPRS campus,0.2046,-0.0099966735103661,0.592079121738717,0.044311624,0.11145258,1.0,0.0,0.3038100262707606,LOW,"[""Abrupt temporal deviation from rolling baseline.""]",0.49277159834774337,0.37770948400000004,0.480626541738717,UNCERTAIN,SPIKE,55.9,Behavior appears normal and consistent.
2024-05-11 06:40:00,CWPRS campus,0.0443,0.0033294589421288,0.7028464375025143,0.059608757,0.1567016,0.0,0.0,0.2936347285463246,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.19643976750050288,0.16865968,0.5461448375025143,UNCERTAIN,UNKNOWN,75.3,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 06:45:00,CWPRS campus,0.109,-0.0173413597338886,0.5310298127207351,0.032851744,0.077554196,0.0,0.0,0.2089860418758747,LOW,[],0.15127222134414703,0.1844891608,0.4534756167207351,UNCERTAIN,UNKNOWN,80.3,Behavior appears normal and consistent.
2024-05-11 06:50:00,CWPRS campus,0.0595,-0.0095321564452712,0.5959402051108403,0.04208578,0.10486854,0.0,0.0,0.2371663308720983,LOW,[],0.16254860302216806,0.179026292,0.4910716651108403,UNCERTAIN,UNKNOWN,78.8,Behavior appears normal and consistent.
2024-05-11 06:55:00,CWPRS campus,0.25,0.0180543971213126,0.825240679245974,0.028202735,0.063802406,1.0,0.0,0.3544734068697051,LOW,"[""Isolation Forest identifies significant spatial anomaly."", ""Abrupt temporal deviation from rolling baseline.""]",0.5341888576491948,0.3872395188,0.761438273245974,UNCERTAIN,SPIKE,47.4,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 07:00:00,CWPRS campus,0.1094,0.0075166538058284,0.7376505591998881,0.033727817,0.08014563,0.0,0.0,0.2723079813900705,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.19345380083997765,0.183970874,0.6575049291998881,UNCERTAIN,UNKNOWN,73.3,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 07:05:00,CWPRS campus,0.0526,-0.0066203428991092,0.6201433091744378,0.028920375,0.06592519,0.0,0.0,0.2242655869336305,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.15432621883488756,0.18681496200000003,0.5542181191744379,UNCERTAIN,UNKNOWN,78.1,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
2024-05-11 07:10:00,CWPRS campus,0.0494,0.0022893235262634,0.694200792679683,0.023139736,0.048826024,0.0,0.0,0.2376132497720407,LOW,"[""Isolation Forest identifies significant spatial anomaly.""]",0.16336796573593662,0.1902347952,0.645374768679683,UNCERTAIN,UNKNOWN,75.7,Evidence is conflicting (ML models disagree or weather/fault signals overlap).
