precision,recall,f1,uncertain_rate,tp,fp,tn,fn,total,fault_type,events
0.11641443538998836,0.6944444444444444,0.19940179461615154,0.27797180183676107,100,759,4679,44,7731,DRIFT,168
0.09535160905840286,0.7920792079207921,0.1702127659574468,0.2792452830188679,80,759,4679,21,7685,FROZEN,122
0.02190721649484536,1.0,0.04287515762925599,0.28034300791556727,17,759,4679,0,7580,MULTIVARIATE_INCONSISTENCY,17
0.11948955916473318,1.0,0.21347150259067357,0.2771980172188886,103,759,4679,0,7666,ABRUPT_JUMP,103
0.01683937823834197,1.0,0.033121019108280254,0.28049102428722283,13,759,4679,0,7576,SPIKE,13
0.013003901170351105,0.14084507042253522,0.023809523809523808,0.27835996856169765,10,759,4679,61,7634,DROPOUT,71
