precision,recall,f1,fpr,fnr,tn,fp,fn,tp,fault_type,events
0.13073394495412843,0.6785714285714286,0.21923076923076923,0.10022477852703954,0.32142857142857145,6805,758,54,114,DRIFT,168
0.1050767414403778,0.7295081967213115,0.18369453044375644,0.10022477852703954,0.27049180327868855,6805,758,33,89,FROZEN,122
0.02193548387096774,1.0,0.04292929292929293,0.10022477852703954,0.0,6805,758,0,17,MULTIVARIATE_INCONSISTENCY,17
0.11962833914053426,1.0,0.21369294605809128,0.10022477852703954,0.0,6805,758,0,103,ABRUPT_JUMP,103
0.016861219195849545,1.0,0.03316326530612245,0.10022477852703954,0.0,6805,758,0,13,SPIKE,13
0.035623409669211195,0.39436619718309857,0.06534422403733955,0.10022477852703954,0.6056338028169014,6805,758,43,28,DROPOUT,71
