station_id,latitude,longitude,original_time,timestamp,year,month,day,hour,day_of_year,pressure
CWPRS campus,18.446944,73.785,11-05-2024 00:00,2024-05-11 00:00:00,2024,5,11,0,132,952.7
CWPRS campus,18.446944,73.785,11-05-2024 00:05,2024-05-11 00:05:00,2024,5,11,0,132,952.74
CWPRS campus,18.446944,73.785,11-05-2024 00:10,2024-05-11 00:10:00,2024,5,11,0,132,952.59
CWPRS campus,18.446944,73.785,11-05-2024 00:15,2024-05-11 00:15:00,2024,5,11,0,132,952.48
CWPRS campus,18.446944,73.785,11-05-2024 00:20,2024-05-11 00:20:00,2024,5,11,0,132,952.23
CWPRS campus,18.446944,73.785,11-05-2024 00:25,2024-05-11 00:25:00,2024,5,11,0,132,952.16
CWPRS campus,18.446944,73.785,11-05-2024 00:30,2024-05-11 00:30:00,2024,5,11,0,132,952.23
CWPRS campus,18.446944,73.785,11-05-2024 00:35,2024-05-11 00:35:00,2024,5,11,0,132,952.27
CWPRS campus,18.446944,73.785,11-05-2024 00:40,2024-05-11 00:40:00,2024,5,11,0,132,952.25
CWPRS campus,18.446944,73.785,11-05-2024 00:45,2024-05-11 00:45:00,2024,5,11,0,132,952.25
CWPRS campus,18.446944,73.785,11-05-2024 00:50,2024-05-11 00:50:00,2024,5,11,0,132,952.2
CWPRS campus,18.446944,73.785,11-05-2024 00:55,2024-05-11 00:55:00,2024,5,11,0,132,952.22
CWPRS campus,18.446944,73.785,11-05-2024 01:00,2024-05-11 01:00:00,2024,5,11,1,132,952.29
CWPRS campus,18.446944,73.785,11-05-2024 01:05,2024-05-11 01:05:00,2024,5,11,1,132,952.17
CWPRS campus,18.446944,73.785,11-05-2024 01:10,2024-05-11 01:10:00,2024,5,11,1,132,952.21
CWPRS campus,18.446944,73.785,11-05-2024 01:15,2024-05-11 01:15:00,2024,5,11,1,132,952.3
CWPRS campus,18.446944,73.785,11-05-2024 01:20,2024-05-11 01:20:00,2024,5,11,1,132,952.29
CWPRS campus,18.446944,73.785,11-05-2024 01:25,2024-05-11 01:25:00,2024,5,11,1,132,952.36
CWPRS campus,18.446944,73.785,11-05-2024 01:30,2024-05-11 01:30:00,2024,5,11,1,132,952.61
CWPRS campus,18.446944,73.785,11-05-2024 01:35,2024-05-11 01:35:00,2024,5,11,1,132,952.62
CWPRS campus,18.446944,73.785,11-05-2024 01:40,2024-05-11 01:40:00,2024,5,11,1,132,952.67
CWPRS campus,18.446944,73.785,11-05-2024 01:45,2024-05-11 01:45:00,2024,5,11,1,132,952.63
CWPRS campus,18.446944,73.785,11-05-2024 01:50,2024-05-11 01:50:00,2024,5,11,1,132,952.66
CWPRS campus,18.446944,73.785,11-05-2024 01:55,2024-05-11 01:55:00,2024,5,11,1,132,952.73
CWPRS campus,18.446944,73.785,11-05-2024 02:00,2024-05-11 02:00:00,2024,5,11,2,132,952.77
CWPRS campus,18.446944,73.785,11-05-2024 02:05,2024-05-11 02:05:00,2024,5,11,2,132,952.72
CWPRS campus,18.446944,73.785,11-05-2024 02:10,2024-05-11 02:10:00,2024,5,11,2,132,952.77
CWPRS campus,18.446944,73.785,11-05-2024 02:15,2024-05-11 02:15:00,2024,5,11,2,132,952.92
CWPRS campus,18.446944,73.785,11-05-2024 02:20,2024-05-11 02:20:00,2024,5,11,2,132,952.99
CWPRS campus,18.446944,73.785,11-05-2024 02:25,2024-05-11 02:25:00,2024,5,11,2,132,953.1
CWPRS campus,18.446944,73.785,11-05-2024 02:30,2024-05-11 02:30:00,2024,5,11,2,132,953.12
CWPRS campus,18.446944,73.785,11-05-2024 02:35,2024-05-11 02:35:00,2024,5,11,2,132,953.22
CWPRS campus,18.446944,73.785,11-05-2024 02:40,2024-05-11 02:40:00,2024,5,11,2,132,953.28
CWPRS campus,18.446944,73.785,11-05-2024 02:45,2024-05-11 02:45:00,2024,5,11,2,132,953.24
CWPRS campus,18.446944,73.785,11-05-2024 02:50,2024-05-11 02:50:00,2024,5,11,2,132,953.31
CWPRS campus,18.446944,73.785,11-05-2024 02:55,2024-05-11 02:55:00,2024,5,11,2,132,953.27
CWPRS campus,18.446944,73.785,11-05-2024 03:00,2024-05-11 03:00:00,2024,5,11,3,132,953.27
CWPRS campus,18.446944,73.785,11-05-2024 03:05,2024-05-11 03:05:00,2024,5,11,3,132,953.34
CWPRS campus,18.446944,73.785,11-05-2024 03:10,2024-05-11 03:10:00,2024,5,11,3,132,953.42
CWPRS campus,18.446944,73.785,11-05-2024 03:15,2024-05-11 03:15:00,2024,5,11,3,132,953.37
CWPRS campus,18.446944,73.785,11-05-2024 03:20,2024-05-11 03:20:00,2024,5,11,3,132,953.52
CWPRS campus,18.446944,73.785,11-05-2024 03:25,2024-05-11 03:25:00,2024,5,11,3,132,953.62
CWPRS campus,18.446944,73.785,11-05-2024 03:30,2024-05-11 03:30:00,2024,5,11,3,132,953.62
CWPRS campus,18.446944,73.785,11-05-2024 03:35,2024-05-11 03:35:00,2024,5,11,3,132,953.55
CWPRS campus,18.446944,73.785,11-05-2024 03:40,2024-05-11 03:40:00,2024,5,11,3,132,953.61
CWPRS campus,18.446944,73.785,11-05-2024 03:45,2024-05-11 03:45:00,2024,5,11,3,132,953.64
CWPRS campus,18.446944,73.785,11-05-2024 03:50,2024-05-11 03:50:00,2024,5,11,3,132,953.71
CWPRS campus,18.446944,73.785,11-05-2024 03:55,2024-05-11 03:55:00,2024,5,11,3,132,953.75
CWPRS campus,18.446944,73.785,11-05-2024 04:00,2024-05-11 04:00:00,2024,5,11,4,132,953.66
CWPRS campus,18.446944,73.785,11-05-2024 04:05,2024-05-11 04:05:00,2024,5,11,4,132,953.7
CWPRS campus,18.446944,73.785,11-05-2024 04:10,2024-05-11 04:10:00,2024,5,11,4,132,953.75
CWPRS campus,18.446944,73.785,11-05-2024 04:15,2024-05-11 04:15:00,2024,5,11,4,132,953.87
CWPRS campus,18.446944,73.785,11-05-2024 04:20,2024-05-11 04:20:00,2024,5,11,4,132,953.89
CWPRS campus,18.446944,73.785,11-05-2024 04:25,2024-05-11 04:25:00,2024,5,11,4,132,954.1
CWPRS campus,18.446944,73.785,11-05-2024 04:30,2024-05-11 04:30:00,2024,5,11,4,132,954.01
CWPRS campus,18.446944,73.785,11-05-2024 04:35,2024-05-11 04:35:00,2024,5,11,4,132,954.19
CWPRS campus,18.446944,73.785,11-05-2024 04:40,2024-05-11 04:40:00,2024,5,11,4,132,954.23
CWPRS campus,18.446944,73.785,11-05-2024 04:45,2024-05-11 04:45:00,2024,5,11,4,132,954.37
CWPRS campus,18.446944,73.785,11-05-2024 04:50,2024-05-11 04:50:00,2024,5,11,4,132,954.44
CWPRS campus,18.446944,73.785,11-05-2024 04:55,2024-05-11 04:55:00,2024,5,11,4,132,954.59
CWPRS campus,18.446944,73.785,11-05-2024 05:00,2024-05-11 05:00:00,2024,5,11,5,132,954.61
CWPRS campus,18.446944,73.785,11-05-2024 05:05,2024-05-11 05:05:00,2024,5,11,5,132,954.57
CWPRS campus,18.446944,73.785,11-05-2024 05:10,2024-05-11 05:10:00,2024,5,11,5,132,954.74
CWPRS campus,18.446944,73.785,11-05-2024 05:15,2024-05-11 05:15:00,2024,5,11,5,132,954.78
CWPRS campus,18.446944,73.785,11-05-2024 05:20,2024-05-11 05:20:00,2024,5,11,5,132,954.85
CWPRS campus,18.446944,73.785,11-05-2024 05:25,2024-05-11 05:25:00,2024,5,11,5,132,954.99
CWPRS campus,18.446944,73.785,11-05-2024 05:30,2024-05-11 05:30:00,2024,5,11,5,132,954.95
CWPRS campus,18.446944,73.785,11-05-2024 05:35,2024-05-11 05:35:00,2024,5,11,5,132,955.04
CWPRS campus,18.446944,73.785,11-05-2024 05:40,2024-05-11 05:40:00,2024,5,11,5,132,955.03
CWPRS campus,18.446944,73.785,11-05-2024 05:45,2024-05-11 05:45:00,2024,5,11,5,132,955.05
CWPRS campus,18.446944,73.785,11-05-2024 05:50,2024-05-11 05:50:00,2024,5,11,5,132,955.09
CWPRS campus,18.446944,73.785,11-05-2024 05:55,2024-05-11 05:55:00,2024,5,11,5,132,955.01
CWPRS campus,18.446944,73.785,11-05-2024 06:00,2024-05-11 06:00:00,2024,5,11,6,132,954.98
CWPRS campus,18.446944,73.785,11-05-2024 06:05,2024-05-11 06:05:00,2024,5,11,6,132,955.12
CWPRS campus,18.446944,73.785,11-05-2024 06:10,2024-05-11 06:10:00,2024,5,11,6,132,955.22
CWPRS campus,18.446944,73.785,11-05-2024 06:15,2024-05-11 06:15:00,2024,5,11,6,132,955.23
CWPRS campus,18.446944,73.785,11-05-2024 06:20,2024-05-11 06:20:00,2024,5,11,6,132,955.27
CWPRS campus,18.446944,73.785,11-05-2024 06:25,2024-05-11 06:25:00,2024,5,11,6,132,955.26
CWPRS campus,18.446944,73.785,11-05-2024 06:30,2024-05-11 06:30:00,2024,5,11,6,132,955.39
CWPRS campus,18.446944,73.785,11-05-2024 06:35,2024-05-11 06:35:00,2024,5,11,6,132,955.38
CWPRS campus,18.446944,73.785,11-05-2024 06:40,2024-05-11 06:40:00,2024,5,11,6,132,955.4
CWPRS campus,18.446944,73.785,11-05-2024 06:45,2024-05-11 06:45:00,2024,5,11,6,132,955.49
CWPRS campus,18.446944,73.785,11-05-2024 06:50,2024-05-11 06:50:00,2024,5,11,6,132,955.42
CWPRS campus,18.446944,73.785,11-05-2024 06:55,2024-05-11 06:55:00,2024,5,11,6,132,955.54
CWPRS campus,18.446944,73.785,11-05-2024 07:00,2024-05-11 07:00:00,2024,5,11,7,132,955.41
CWPRS campus,18.446944,73.785,11-05-2024 07:05,2024-05-11 07:05:00,2024,5,11,7,132,955.53
CWPRS campus,18.446944,73.785,11-05-2024 07:10,2024-05-11 07:10:00,2024,5,11,7,132,955.48
CWPRS campus,18.446944,73.785,11-05-2024 07:15,2024-05-11 07:15:00,2024,5,11,7,132,955.44
CWPRS campus,18.446944,73.785,11-05-2024 07:20,2024-05-11 07:20:00,2024,5,11,7,132,955.27
CWPRS campus,18.446944,73.785,11-05-2024 07:25,2024-05-11 07:25:00,2024,5,11,7,132,955.21
CWPRS campus,18.446944,73.785,11-05-2024 07:30,2024-05-11 07:30:00,2024,5,11,7,132,955.11
CWPRS campus,18.446944,73.785,11-05-2024 07:35,2024-05-11 07:35:00,2024,5,11,7,132,955.04
CWPRS campus,18.446944,73.785,11-05-2024 07:40,2024-05-11 07:40:00,2024,5,11,7,132,955.01
CWPRS campus,18.446944,73.785,11-05-2024 07:45,2024-05-11 07:45:00,2024,5,11,7,132,955.06
CWPRS campus,18.446944,73.785,11-05-2024 07:50,2024-05-11 07:50:00,2024,5,11,7,132,955.05
CWPRS campus,18.446944,73.785,11-05-2024 07:55,2024-05-11 07:55:00,2024,5,11,7,132,955.04
CWPRS campus,18.446944,73.785,11-05-2024 08:00,2024-05-11 08:00:00,2024,5,11,8,132,954.92
CWPRS campus,18.446944,73.785,11-05-2024 08:05,2024-05-11 08:05:00,2024,5,11,8,132,954.81
CWPRS campus,18.446944,73.785,11-05-2024 08:10,2024-05-11 08:10:00,2024,5,11,8,132,954.92
CWPRS campus,18.446944,73.785,11-05-2024 08:15,2024-05-11 08:15:00,2024,5,11,8,132,954.82
CWPRS campus,18.446944,73.785,11-05-2024 08:20,2024-05-11 08:20:00,2024,5,11,8,132,954.91
CWPRS campus,18.446944,73.785,11-05-2024 08:25,2024-05-11 08:25:00,2024,5,11,8,132,954.84
CWPRS campus,18.446944,73.785,11-05-2024 08:30,2024-05-11 08:30:00,2024,5,11,8,132,954.79
CWPRS campus,18.446944,73.785,11-05-2024 08:35,2024-05-11 08:35:00,2024,5,11,8,132,954.82
CWPRS campus,18.446944,73.785,11-05-2024 08:40,2024-05-11 08:40:00,2024,5,11,8,132,954.86
CWPRS campus,18.446944,73.785,11-05-2024 08:45,2024-05-11 08:45:00,2024,5,11,8,132,954.79
CWPRS campus,18.446944,73.785,11-05-2024 08:50,2024-05-11 08:50:00,2024,5,11,8,132,954.69
CWPRS campus,18.446944,73.785,11-05-2024 08:55,2024-05-11 08:55:00,2024,5,11,8,132,954.62
CWPRS campus,18.446944,73.785,11-05-2024 09:00,2024-05-11 09:00:00,2024,5,11,9,132,954.58
CWPRS campus,18.446944,73.785,11-05-2024 09:05,2024-05-11 09:05:00,2024,5,11,9,132,954.58
CWPRS campus,18.446944,73.785,11-05-2024 09:10,2024-05-11 09:10:00,2024,5,11,9,132,954.51
CWPRS campus,18.446944,73.785,11-05-2024 09:15,2024-05-11 09:15:00,2024,5,11,9,132,954.48
CWPRS campus,18.446944,73.785,11-05-2024 09:20,2024-05-11 09:20:00,2024,5,11,9,132,954.53
CWPRS campus,18.446944,73.785,11-05-2024 09:25,2024-05-11 09:25:00,2024,5,11,9,132,954.48
CWPRS campus,18.446944,73.785,11-05-2024 09:30,2024-05-11 09:30:00,2024,5,11,9,132,954.42
CWPRS campus,18.446944,73.785,11-05-2024 09:35,2024-05-11 09:35:00,2024,5,11,9,132,954.21
CWPRS campus,18.446944,73.785,11-05-2024 09:40,2024-05-11 09:40:00,2024,5,11,9,132,953.92
CWPRS campus,18.446944,73.785,11-05-2024 09:45,2024-05-11 09:45:00,2024,5,11,9,132,953.88
CWPRS campus,18.446944,73.785,11-05-2024 09:50,2024-05-11 09:50:00,2024,5,11,9,132,953.8
CWPRS campus,18.446944,73.785,11-05-2024 09:55,2024-05-11 09:55:00,2024,5,11,9,132,953.68
CWPRS campus,18.446944,73.785,11-05-2024 10:00,2024-05-11 10:00:00,2024,5,11,10,132,953.63
CWPRS campus,18.446944,73.785,11-05-2024 10:05,2024-05-11 10:05:00,2024,5,11,10,132,953.55
CWPRS campus,18.446944,73.785,11-05-2024 10:10,2024-05-11 10:10:00,2024,5,11,10,132,953.57
CWPRS campus,18.446944,73.785,11-05-2024 10:15,2024-05-11 10:15:00,2024,5,11,10,132,953.5
CWPRS campus,18.446944,73.785,11-05-2024 10:20,2024-05-11 10:20:00,2024,5,11,10,132,953.36
CWPRS campus,18.446944,73.785,11-05-2024 10:25,2024-05-11 10:25:00,2024,5,11,10,132,953.37
CWPRS campus,18.446944,73.785,11-05-2024 10:30,2024-05-11 10:30:00,2024,5,11,10,132,953.27
CWPRS campus,18.446944,73.785,11-05-2024 10:35,2024-05-11 10:35:00,2024,5,11,10,132,953.24
CWPRS campus,18.446944,73.785,11-05-2024 10:40,2024-05-11 10:40:00,2024,5,11,10,132,953.13
CWPRS campus,18.446944,73.785,11-05-2024 10:45,2024-05-11 10:45:00,2024,5,11,10,132,953.0
CWPRS campus,18.446944,73.785,11-05-2024 10:50,2024-05-11 10:50:00,2024,5,11,10,132,952.94
CWPRS campus,18.446944,73.785,11-05-2024 10:55,2024-05-11 10:55:00,2024,5,11,10,132,952.87
CWPRS campus,18.446944,73.785,11-05-2024 11:00,2024-05-11 11:00:00,2024,5,11,11,132,952.84
CWPRS campus,18.446944,73.785,11-05-2024 11:05,2024-05-11 11:05:00,2024,5,11,11,132,952.76
CWPRS campus,18.446944,73.785,11-05-2024 11:10,2024-05-11 11:10:00,2024,5,11,11,132,952.55
CWPRS campus,18.446944,73.785,11-05-2024 11:15,2024-05-11 11:15:00,2024,5,11,11,132,952.45
CWPRS campus,18.446944,73.785,11-05-2024 11:20,2024-05-11 11:20:00,2024,5,11,11,132,952.46
CWPRS campus,18.446944,73.785,11-05-2024 11:25,2024-05-11 11:25:00,2024,5,11,11,132,952.39
CWPRS campus,18.446944,73.785,11-05-2024 11:30,2024-05-11 11:30:00,2024,5,11,11,132,952.31
CWPRS campus,18.446944,73.785,11-05-2024 11:35,2024-05-11 11:35:00,2024,5,11,11,132,952.34
CWPRS campus,18.446944,73.785,11-05-2024 11:40,2024-05-11 11:40:00,2024,5,11,11,132,952.24
CWPRS campus,18.446944,73.785,11-05-2024 11:45,2024-05-11 11:45:00,2024,5,11,11,132,952.07
CWPRS campus,18.446944,73.785,11-05-2024 11:50,2024-05-11 11:50:00,2024,5,11,11,132,952.01
CWPRS campus,18.446944,73.785,11-05-2024 11:55,2024-05-11 11:55:00,2024,5,11,11,132,951.94
CWPRS campus,18.446944,73.785,11-05-2024 12:00,2024-05-11 12:00:00,2024,5,11,12,132,951.83
CWPRS campus,18.446944,73.785,11-05-2024 12:05,2024-05-11 12:05:00,2024,5,11,12,132,951.79
CWPRS campus,18.446944,73.785,11-05-2024 12:10,2024-05-11 12:10:00,2024,5,11,12,132,951.8
CWPRS campus,18.446944,73.785,11-05-2024 12:15,2024-05-11 12:15:00,2024,5,11,12,132,951.78
CWPRS campus,18.446944,73.785,11-05-2024 12:20,2024-05-11 12:20:00,2024,5,11,12,132,951.78
CWPRS campus,18.446944,73.785,11-05-2024 12:25,2024-05-11 12:25:00,2024,5,11,12,132,951.9
CWPRS campus,18.446944,73.785,11-05-2024 12:30,2024-05-11 12:30:00,2024,5,11,12,132,951.85
CWPRS campus,18.446944,73.785,11-05-2024 12:35,2024-05-11 12:35:00,2024,5,11,12,132,951.85
CWPRS campus,18.446944,73.785,11-05-2024 12:40,2024-05-11 12:40:00,2024,5,11,12,132,951.79
CWPRS campus,18.446944,73.785,11-05-2024 12:45,2024-05-11 12:45:00,2024,5,11,12,132,951.71
CWPRS campus,18.446944,73.785,11-05-2024 12:50,2024-05-11 12:50:00,2024,5,11,12,132,951.65
CWPRS campus,18.446944,73.785,11-05-2024 12:55,2024-05-11 12:55:00,2024,5,11,12,132,951.61
CWPRS campus,18.446944,73.785,11-05-2024 13:00,2024-05-11 13:00:00,2024,5,11,13,132,951.64
CWPRS campus,18.446944,73.785,11-05-2024 13:05,2024-05-11 13:05:00,2024,5,11,13,132,951.83
CWPRS campus,18.446944,73.785,11-05-2024 13:10,2024-05-11 13:10:00,2024,5,11,13,132,951.76
CWPRS campus,18.446944,73.785,11-05-2024 13:15,2024-05-11 13:15:00,2024,5,11,13,132,951.73
CWPRS campus,18.446944,73.785,11-05-2024 13:20,2024-05-11 13:20:00,2024,5,11,13,132,951.73
CWPRS campus,18.446944,73.785,11-05-2024 13:25,2024-05-11 13:25:00,2024,5,11,13,132,951.77
CWPRS campus,18.446944,73.785,11-05-2024 13:30,2024-05-11 13:30:00,2024,5,11,13,132,951.8
CWPRS campus,18.446944,73.785,11-05-2024 13:35,2024-05-11 13:35:00,2024,5,11,13,132,951.91
CWPRS campus,18.446944,73.785,11-05-2024 13:40,2024-05-11 13:40:00,2024,5,11,13,132,951.73
CWPRS campus,18.446944,73.785,11-05-2024 13:45,2024-05-11 13:45:00,2024,5,11,13,132,951.56
CWPRS campus,18.446944,73.785,11-05-2024 13:50,2024-05-11 13:50:00,2024,5,11,13,132,951.55
CWPRS campus,18.446944,73.785,11-05-2024 13:55,2024-05-11 13:55:00,2024,5,11,13,132,951.67
CWPRS campus,18.446944,73.785,11-05-2024 14:00,2024-05-11 14:00:00,2024,5,11,14,132,951.58
CWPRS campus,18.446944,73.785,11-05-2024 14:05,2024-05-11 14:05:00,2024,5,11,14,132,951.37
CWPRS campus,18.446944,73.785,11-05-2024 14:10,2024-05-11 14:10:00,2024,5,11,14,132,951.47
CWPRS campus,18.446944,73.785,11-05-2024 14:15,2024-05-11 14:15:00,2024,5,11,14,132,951.54
CWPRS campus,18.446944,73.785,11-05-2024 14:20,2024-05-11 14:20:00,2024,5,11,14,132,951.5
CWPRS campus,18.446944,73.785,11-05-2024 14:25,2024-05-11 14:25:00,2024,5,11,14,132,951.48
CWPRS campus,18.446944,73.785,11-05-2024 14:30,2024-05-11 14:30:00,2024,5,11,14,132,951.46
CWPRS campus,18.446944,73.785,11-05-2024 14:35,2024-05-11 14:35:00,2024,5,11,14,132,951.53
CWPRS campus,18.446944,73.785,11-05-2024 14:40,2024-05-11 14:40:00,2024,5,11,14,132,951.55
CWPRS campus,18.446944,73.785,11-05-2024 14:45,2024-05-11 14:45:00,2024,5,11,14,132,951.66
CWPRS campus,18.446944,73.785,11-05-2024 14:50,2024-05-11 14:50:00,2024,5,11,14,132,951.49
CWPRS campus,18.446944,73.785,11-05-2024 14:55,2024-05-11 14:55:00,2024,5,11,14,132,951.5
CWPRS campus,18.446944,73.785,11-05-2024 15:00,2024-05-11 15:00:00,2024,5,11,15,132,951.49
CWPRS campus,18.446944,73.785,11-05-2024 15:05,2024-05-11 15:05:00,2024,5,11,15,132,951.55
CWPRS campus,18.446944,73.785,11-05-2024 15:10,2024-05-11 15:10:00,2024,5,11,15,132,951.59
CWPRS campus,18.446944,73.785,11-05-2024 15:15,2024-05-11 15:15:00,2024,5,11,15,132,951.74
CWPRS campus,18.446944,73.785,11-05-2024 15:20,2024-05-11 15:20:00,2024,5,11,15,132,951.68
CWPRS campus,18.446944,73.785,11-05-2024 15:25,2024-05-11 15:25:00,2024,5,11,15,132,951.77
CWPRS campus,18.446944,73.785,11-05-2024 15:30,2024-05-11 15:30:00,2024,5,11,15,132,951.9
CWPRS campus,18.446944,73.785,11-05-2024 15:35,2024-05-11 15:35:00,2024,5,11,15,132,952.13
CWPRS campus,18.446944,73.785,11-05-2024 15:40,2024-05-11 15:40:00,2024,5,11,15,132,952.17
CWPRS campus,18.446944,73.785,11-05-2024 15:45,2024-05-11 15:45:00,2024,5,11,15,132,952.28
CWPRS campus,18.446944,73.785,11-05-2024 15:50,2024-05-11 15:50:00,2024,5,11,15,132,952.21
CWPRS campus,18.446944,73.785,11-05-2024 15:55,2024-05-11 15:55:00,2024,5,11,15,132,952.11
CWPRS campus,18.446944,73.785,11-05-2024 16:00,2024-05-11 16:00:00,2024,5,11,16,132,952.26
CWPRS campus,18.446944,73.785,11-05-2024 16:05,2024-05-11 16:05:00,2024,5,11,16,132,952.35
CWPRS campus,18.446944,73.785,11-05-2024 16:10,2024-05-11 16:10:00,2024,5,11,16,132,952.53
CWPRS campus,18.446944,73.785,11-05-2024 16:15,2024-05-11 16:15:00,2024,5,11,16,132,952.49
CWPRS campus,18.446944,73.785,11-05-2024 16:20,2024-05-11 16:20:00,2024,5,11,16,132,952.62
CWPRS campus,18.446944,73.785,11-05-2024 16:25,2024-05-11 16:25:00,2024,5,11,16,132,952.85
CWPRS campus,18.446944,73.785,11-05-2024 16:30,2024-05-11 16:30:00,2024,5,11,16,132,952.95
CWPRS campus,18.446944,73.785,11-05-2024 16:35,2024-05-11 16:35:00,2024,5,11,16,132,953.04
CWPRS campus,18.446944,73.785,11-05-2024 16:40,2024-05-11 16:40:00,2024,5,11,16,132,953.11
CWPRS campus,18.446944,73.785,11-05-2024 16:45,2024-05-11 16:45:00,2024,5,11,16,132,953.05
CWPRS campus,18.446944,73.785,11-05-2024 16:50,2024-05-11 16:50:00,2024,5,11,16,132,953.22
CWPRS campus,18.446944,73.785,11-05-2024 16:55,2024-05-11 16:55:00,2024,5,11,16,132,953.24
CWPRS campus,18.446944,73.785,11-05-2024 17:00,2024-05-11 17:00:00,2024,5,11,17,132,953.34
CWPRS campus,18.446944,73.785,11-05-2024 17:05,2024-05-11 17:05:00,2024,5,11,17,132,953.27
CWPRS campus,18.446944,73.785,11-05-2024 17:10,2024-05-11 17:10:00,2024,5,11,17,132,953.24
CWPRS campus,18.446944,73.785,11-05-2024 17:15,2024-05-11 17:15:00,2024,5,11,17,132,953.42
CWPRS campus,18.446944,73.785,11-05-2024 17:20,2024-05-11 17:20:00,2024,5,11,17,132,953.44
CWPRS campus,18.446944,73.785,11-05-2024 17:25,2024-05-11 17:25:00,2024,5,11,17,132,953.61
CWPRS campus,18.446944,73.785,11-05-2024 17:30,2024-05-11 17:30:00,2024,5,11,17,132,953.65
CWPRS campus,18.446944,73.785,11-05-2024 17:35,2024-05-11 17:35:00,2024,5,11,17,132,953.55
CWPRS campus,18.446944,73.785,11-05-2024 17:40,2024-05-11 17:40:00,2024,5,11,17,132,953.67
CWPRS campus,18.446944,73.785,11-05-2024 17:45,2024-05-11 17:45:00,2024,5,11,17,132,953.67
CWPRS campus,18.446944,73.785,11-05-2024 17:50,2024-05-11 17:50:00,2024,5,11,17,132,953.76
CWPRS campus,18.446944,73.785,11-05-2024 17:55,2024-05-11 17:55:00,2024,5,11,17,132,953.8
CWPRS campus,18.446944,73.785,11-05-2024 18:00,2024-05-11 18:00:00,2024,5,11,18,132,953.71
CWPRS campus,18.446944,73.785,11-05-2024 18:05,2024-05-11 18:05:00,2024,5,11,18,132,953.76
CWPRS campus,18.446944,73.785,11-05-2024 18:10,2024-05-11 18:10:00,2024,5,11,18,132,953.97
CWPRS campus,18.446944,73.785,11-05-2024 18:15,2024-05-11 18:15:00,2024,5,11,18,132,954.03
CWPRS campus,18.446944,73.785,11-05-2024 18:20,2024-05-11 18:20:00,2024,5,11,18,132,954.04
CWPRS campus,18.446944,73.785,11-05-2024 18:25,2024-05-11 18:25:00,2024,5,11,18,132,954.14
CWPRS campus,18.446944,73.785,11-05-2024 18:30,2024-05-11 18:30:00,2024,5,11,18,132,954.17
CWPRS campus,18.446944,73.785,11-05-2024 18:35,2024-05-11 18:35:00,2024,5,11,18,132,954.19
CWPRS campus,18.446944,73.785,11-05-2024 18:40,2024-05-11 18:40:00,2024,5,11,18,132,954.1
CWPRS campus,18.446944,73.785,11-05-2024 18:45,2024-05-11 18:45:00,2024,5,11,18,132,954.12
CWPRS campus,18.446944,73.785,11-05-2024 18:50,2024-05-11 18:50:00,2024,5,11,18,132,954.2
CWPRS campus,18.446944,73.785,11-05-2024 18:55,2024-05-11 18:55:00,2024,5,11,18,132,954.13
CWPRS campus,18.446944,73.785,11-05-2024 19:00,2024-05-11 19:00:00,2024,5,11,19,132,954.24
CWPRS campus,18.446944,73.785,11-05-2024 19:05,2024-05-11 19:05:00,2024,5,11,19,132,954.21
CWPRS campus,18.446944,73.785,11-05-2024 19:10,2024-05-11 19:10:00,2024,5,11,19,132,954.12
CWPRS campus,18.446944,73.785,11-05-2024 19:15,2024-05-11 19:15:00,2024,5,11,19,132,954.19
CWPRS campus,18.446944,73.785,11-05-2024 19:20,2024-05-11 19:20:00,2024,5,11,19,132,954.14
CWPRS campus,18.446944,73.785,11-05-2024 19:25,2024-05-11 19:25:00,2024,5,11,19,132,954.17
CWPRS campus,18.446944,73.785,11-05-2024 19:30,2024-05-11 19:30:00,2024,5,11,19,132,954.12
CWPRS campus,18.446944,73.785,11-05-2024 19:35,2024-05-11 19:35:00,2024,5,11,19,132,954.08
CWPRS campus,18.446944,73.785,11-05-2024 19:40,2024-05-11 19:40:00,2024,5,11,19,132,954.09
CWPRS campus,18.446944,73.785,11-05-2024 19:45,2024-05-11 19:45:00,2024,5,11,19,132,954.07
CWPRS campus,18.446944,73.785,11-05-2024 19:50,2024-05-11 19:50:00,2024,5,11,19,132,953.87
CWPRS campus,18.446944,73.785,11-05-2024 19:55,2024-05-11 19:55:00,2024,5,11,19,132,953.74
CWPRS campus,18.446944,73.785,11-05-2024 20:00,2024-05-11 20:00:00,2024,5,11,20,132,953.78
CWPRS campus,18.446944,73.785,11-05-2024 20:05,2024-05-11 20:05:00,2024,5,11,20,132,953.73
CWPRS campus,18.446944,73.785,11-05-2024 20:10,2024-05-11 20:10:00,2024,5,11,20,132,953.64
CWPRS campus,18.446944,73.785,11-05-2024 20:15,2024-05-11 20:15:00,2024,5,11,20,132,953.48
CWPRS campus,18.446944,73.785,11-05-2024 20:20,2024-05-11 20:20:00,2024,5,11,20,132,953.35
CWPRS campus,18.446944,73.785,11-05-2024 20:25,2024-05-11 20:25:00,2024,5,11,20,132,953.15
CWPRS campus,18.446944,73.785,11-05-2024 20:30,2024-05-11 20:30:00,2024,5,11,20,132,953.1
CWPRS campus,18.446944,73.785,11-05-2024 20:35,2024-05-11 20:35:00,2024,5,11,20,132,953.01
CWPRS campus,18.446944,73.785,11-05-2024 20:40,2024-05-11 20:40:00,2024,5,11,20,132,952.89
